variable_name,variable_label,max_waves,ALB,AND,ARG,ARM,AUS,AZE,BFA,BGD,BGR,BIH,BLR,BOL,BRA,CAN,CHE,CHL,CHN,COL,CYP,CZE,DEU,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GBR,GEO,GHA,GRC,GTM,HKG,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LBN,LBY,LTU,LVA,MAC,MAR,MDA,MDV,MEX,MKD,MLI,MMR,MNE,MNG,MYS,NGA,NIC,NIR,NLD,NOR,NZL,PAK,PER,PHL,POL,PRI,PSE,QAT,ROU,RUS,RWA,SAU,SGP,SLV,SRB,SVK,SVN,SWE,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
D006,Sharing with partner: political views,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D007,Sharing with partner: sexual attitudes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D008,Sharing with partner: no sharing attitudes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D009,Sharing with partner: donÂ´t know or missing,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D010,Sharing with parents: attitudes towards religion,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D011,Sharing with parents: moral standardsÂ´,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D012,Sharing with parents: social attitudes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D013,Sharing with parents: political views,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D014,Sharing with parents: sexual attitudes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D015,Sharing with parents: no sharing attitudes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D016,Sharing with parents: donÂ´t know or missing,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D017,Ideal number of children,4,2,0,4,1,2,1,0,2,1,2,2,0,2,3,2,3,2,1,0,2,1,1,1,0,1,3,1,0,2,0,1,1,0,0,0,0,1,0,2,1,3,1,1,0,0,1,4,0,0,1,4,0,0,0,1,1,0,1,2,0,4,2,0,0,2,0,0,3,0,0,0,1,1,2,2,2,1,2,0,0,1,2,0,1,1,1,2,2,1,4,0,0,0,0,3,1,1,1,1,1,4,0,2,1,0,4,0,1
D018,Child needs a home with father and mother,5,2,1,5,1,3,1,1,2,2,2,1,0,3,4,2,4,4,1,1,2,2,1,1,0,2,4,1,1,3,0,0,2,1,0,1,1,1,0,2,2,4,2,0,0,1,2,5,0,0,1,4,0,0,0,1,1,0,2,3,0,5,2,1,0,2,0,1,3,0,0,0,2,2,1,3,2,2,2,0,0,2,2,1,1,1,1,3,2,2,5,1,0,1,0,4,2,1,1,2,2,5,0,2,2,0,5,1,1
D019,A woman has to have children to be fulfilled,5,2,0,4,1,2,1,0,2,1,2,2,0,2,3,2,3,3,1,0,2,1,1,1,0,1,3,1,0,2,0,1,1,0,0,0,0,1,0,2,1,3,1,1,0,0,1,4,0,0,1,4,0,0,0,1,1,0,1,2,0,4,2,0,0,2,0,0,3,0,0,0,1,1,1,2,2,1,2,0,0,1,2,0,1,1,1,2,2,1,5,0,0,0,0,3,1,1,1,1,1,4,0,2,1,0,4,0,1
D022,Marriage is an out-dated institution,5,2,1,5,1,3,1,1,2,2,2,2,0,3,4,3,4,4,1,1,2,2,1,1,0,1,4,1,1,3,0,0,2,1,0,1,1,1,0,3,2,4,2,0,0,1,2,5,0,0,1,4,0,0,0,1,1,0,2,3,0,5,2,1,0,2,0,1,3,0,0,0,2,2,1,3,2,2,2,0,0,2,2,1,1,1,1,3,2,2,5,1,0,1,0,4,2,1,1,2,2,5,0,2,2,0,5,1,1
D023,Woman as a single parent,5,2,1,5,1,3,1,1,1,2,2,2,0,3,4,3,4,4,2,1,2,2,1,1,0,2,4,1,1,3,1,1,2,1,0,1,1,1,0,3,2,4,2,0,0,1,2,5,0,0,1,3,0,0,0,1,1,0,2,3,0,5,2,1,0,2,0,1,3,0,0,1,2,2,1,3,2,2,2,0,0,2,3,1,1,1,1,3,2,2,5,1,0,1,0,4,2,1,1,2,2,5,0,2,2,0,5,1,1
D024,Enjoy sexual freedom,3,1,0,3,1,2,1,0,0,1,1,2,0,2,2,2,2,2,1,0,2,1,1,0,0,0,2,1,0,2,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,1,1,0,0,1,0,3,1,0,0,1,0,0,2,0,0,0,1,1,0,1,1,2,1,0,0,1,2,0,0,0,1,1,2,1,3,0,0,0,0,2,1,0,0,1,1,3,0,1,0,0,3,0,0
D025,If only one child allowed: boy or girl,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
D026_03,Duty towards society to have children,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
D026_05,It is childs duty to take care of ill parent,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
D027,Important for succesful marriage: Faithfulness,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D028,Important for succesful marriage: Adequate income,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D029,Important for succesful marriage: Same social background,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D030,Important for succesful marriage: Respect and appreciation,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D031,Important for succesful marriage: Religious beliefs,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D032,Important for succesful marriage: Good housing,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D033,Important for succesful marriage: Agreement on politics,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D034,Important in succesful marriage: Understanding and tolerance,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D035,Important for succesful marriage: Apart from in-laws,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D036,Important for succesful marriage: Happy sexual relationship,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D037,Important for succesful marriage: Sharing household chores,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D038,Important for succesful marriage: Children,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D043,Important for succesful marriage: Tastes and interests in common,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D054,One of main goals in life has been to make my parents proud,5,2,2,5,3,4,2,1,3,2,2,2,1,4,3,2,5,5,3,3,2,4,1,2,2,4,4,2,2,2,1,2,3,2,1,2,3,1,1,2,3,4,3,4,0,1,4,5,2,1,3,5,1,2,2,1,1,1,4,3,1,5,2,1,1,2,1,3,4,1,1,3,2,4,3,5,4,3,3,1,1,4,4,2,1,3,1,4,2,3,4,3,1,2,2,5,4,1,1,4,4,5,1,3,3,1,4,1,3
D055,Make effort to live up to what my friends expect,3,2,1,3,1,2,1,1,2,2,2,1,0,2,2,2,3,3,1,1,1,2,1,1,0,2,3,1,1,2,1,1,2,1,0,1,1,1,0,2,2,3,2,0,0,1,2,3,0,0,1,3,0,0,0,1,1,0,2,3,0,3,2,1,0,2,0,1,2,0,0,1,2,2,1,3,2,2,2,0,0,2,2,1,1,1,0,3,1,2,2,1,0,1,0,2,2,1,1,2,2,3,0,2,2,0,3,1,1
D056,Relationship working mother,4,2,0,3,1,1,1,0,2,1,2,2,0,2,2,0,3,3,1,0,2,1,1,1,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3,1,1,0,0,1,3,0,0,1,3,0,0,0,1,1,0,1,2,0,3,2,0,0,2,0,0,3,0,0,0,1,1,2,2,2,1,2,0,0,1,2,0,1,1,1,2,2,1,4,0,0,0,0,3,1,1,1,1,1,3,0,2,1,0,2,0,1
D057,Being a housewife just as fulfilling,6,2,2,6,3,4,2,1,3,2,2,3,1,5,4,1,6,6,4,3,3,4,1,2,2,4,5,2,2,2,1,2,3,2,1,2,3,1,1,2,3,5,2,4,0,1,4,6,2,1,3,6,1,2,2,1,1,1,4,3,1,6,2,1,1,2,1,3,5,1,1,3,2,4,4,5,4,3,3,1,1,4,5,2,1,3,1,4,3,3,5,3,1,2,2,6,4,1,1,4,4,6,1,3,3,1,4,1,3
D058,Husband and wife should both contribute to income,4,2,0,3,1,1,1,0,2,1,2,1,0,2,2,0,3,3,1,0,2,1,1,1,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3,1,1,0,0,1,3,0,0,1,3,0,0,0,1,1,0,1,2,0,3,2,0,0,2,0,0,3,0,0,0,1,1,2,2,2,1,2,0,0,1,2,0,1,1,1,2,2,1,4,0,0,0,0,2,1,1,1,1,1,3,0,2,1,0,2,0,1
D059,Men make better political leaders than women do,5,2,2,5,3,4,2,1,3,2,2,2,1,4,3,1,5,5,4,3,2,4,1,2,2,4,4,2,2,2,1,2,3,2,1,2,3,1,1,2,3,4,3,4,0,1,4,5,2,1,3,5,1,2,2,1,1,1,4,3,1,5,2,1,1,2,1,3,4,1,1,3,2,4,4,5,4,3,3,1,1,4,4,2,1,3,1,4,2,3,4,3,1,2,2,5,4,1,1,4,4,5,1,3,3,1,4,1,3
D060,University is more important for a boy than for a girl,5,2,2,5,3,4,2,1,3,2,2,2,1,4,3,1,5,5,4,3,2,4,1,2,2,4,4,2,2,2,1,2,3,2,1,2,3,1,1,2,3,4,3,4,0,1,4,5,2,1,3,5,1,2,2,1,1,1,4,3,1,5,2,1,1,2,1,3,4,1,1,3,2,4,4,5,4,3,3,1,1,4,4,2,1,3,1,4,2,3,4,3,1,2,2,5,4,1,1,4,4,5,1,3,3,1,4,1,3
D061,Pre-school child suffers with working mother,3,0,1,2,2,2,1,0,1,0,0,1,1,3,2,0,3,3,2,2,2,2,0,1,2,2,2,1,1,0,0,1,1,1,1,1,2,0,1,0,1,2,1,2,0,0,2,3,2,1,2,3,1,2,2,0,0,1,2,0,1,3,0,0,1,0,1,2,3,1,1,2,0,2,2,2,2,1,1,1,1,2,3,1,0,2,0,1,2,1,3,2,1,1,2,2,2,0,0,2,2,3,1,1,1,1,1,0,2
D062,Women want a home and children,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D063,Job best way for women to be independent,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D063_B,Job best way for women to be independent (b),1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1
D066,Problem if women have more income than husband (4 categories),1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
D066_B,Problem if women have more income than husband (3 categories),2,0,1,2,2,2,1,0,1,0,0,1,1,2,1,0,2,2,2,2,1,2,0,1,2,2,1,1,1,0,0,1,1,1,1,1,2,0,1,0,1,1,1,2,0,0,2,2,2,1,2,2,1,2,2,0,0,1,2,0,1,2,0,0,1,0,1,2,2,1,1,2,0,2,2,2,2,1,1,1,1,2,2,1,0,2,0,1,1,1,1,2,1,1,2,2,2,0,0,2,2,2,1,1,1,1,1,0,2
D066_01,Problem if women have more income than husband (5 categories),1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
D067,Traits in a woman: Woman wearing weil,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D068,Traits in a woman: Woman good mother,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D069,Traits in a woman: Woman good wife,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D070,Traits in a woman: Woman religious,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D071,Traits in a woman: Woman educated,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D072,Traits in a woman: Woman being independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D073,Traits in a woman: Woman having work outside home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D074,Traits in a woman: Woman maintaining her family,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D075,Traits in a woman: Woman being sociable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D076,More than one wife,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
